,premise,hypothesis,label
214889,1차 투표는 5월 6일 오늘 마감되며 슬레이트 가입자들은 할 수 있을 때 투표해야 한다,"만약 그들이 지금 투표할 기회를 얻지 못한다면, 그들은 적어도 나중에 두 번째 기회를 갖게 된다.",neutral
347308,1차 투표는 5월 6일 오늘 마감되며 슬레이트 가입자들은 할 수 있을 때 투표해야 한다,슬레이트 가입자들은 5월 6일 오늘 늦게 1차 투표가 마감되기 때문에 지금 투표해야 한다.,entailment
368405,1차 투표는 5월 6일 오늘 마감되며 슬레이트 가입자들은 할 수 있을 때 투표해야 한다,그들이 오늘이나 내일 투표하든 상관없다.,contradiction
53313,프레인하에서 가까운 곳에 이 섬의 유일한 천연 모래사장이 있다,Prainha는 섬에 있는 여러 자연 모래 해변 중 하나의 위치입니다.,contradiction
82671,프레인하에서 가까운 곳에 이 섬의 유일한 천연 모래사장이 있다,그 섬의 다른 해변을 만드는 데는 천만 달러 이상의 비용이 들었다.,neutral
280182,프레인하에서 가까운 곳에 이 섬의 유일한 천연 모래사장이 있다,프라인하는 이 섬에 있는 유일한 천연 모래사장의 위치다.,entailment
199302,이러한 서비스는 가입자만 이용할 수 있습니다,가입자는 다른 서비스도 이용할 수 있습니다,neutral
216414,이러한 서비스는 가입자만 이용할 수 있습니다,가입자들은 특정 서비스를 받을 수 있다,entailment
234453,이러한 서비스는 가입자만 이용할 수 있습니다,가입자가 서비스를 이용할 수 없습니다,contradiction
167295,그래 그들이 할 수 있는 다른 많은 것들이 없었어,그들은 그들이 할 수 있는 모든 것을 했다.,neutral
266897,그래 그들이 할 수 있는 다른 많은 것들이 없었어,그들이 그곳에서 할 일은 별로 없었다.,entailment
323895,그래 그들이 할 수 있는 다른 많은 것들이 없었어,그들이 그곳에서 하기로 선택할 수 있는 다른 많은 것들이 있었다.,contradiction
71594,이번에는 거대한 아이디어입니다,서사시적 비율에 대한 대담한 생각.,entailment
88191,이번에는 거대한 아이디어입니다,멋진 아이디어.,neutral
94540,이번에는 거대한 아이디어입니다,보잘것없는 생각.,contradiction
44315,나는 마약을 하지 않는다나는 평생 마약을 해본 적이 없다나는 술을 한 잔도 마시지 않았고 커피 한 잔도 마시지 않았고 담배를 피운 적도 없다,나는 어떤 자극제도 복용한 적이 없다.,entailment
51003,나는 마약을 하지 않는다나는 평생 마약을 해본 적이 없다나는 술을 한 잔도 마시지 않았고 커피 한 잔도 마시지 않았고 담배를 피운 적도 없다,나는 술을 마시고 담배를 피우는 것을 좋아한다.,contradiction
256427,나는 마약을 하지 않는다나는 평생 마약을 해본 적이 없다나는 술을 한 잔도 마시지 않았고 커피 한 잔도 마시지 않았고 담배를 피운 적도 없다,나는 어떤 약도 복용하려고 하지 않을 것이다.,neutral
21795,40명이 넘는 초대장들이 참석했다,초대받은 많은 손님들이 손님을 데려왔다.,neutral
30171,40명이 넘는 초대장들이 참석했다,40명 이상의 사람들이 참석했다.,entailment
165931,40명이 넘는 초대장들이 참석했다,우리는 20명을 초대했지만 아무도 나타나지 않았다.,contradiction
123537,왼팔의 상처에서 피가 흘러나왔다,그의 피부는 왼팔에 흠잡을 데가 없었다.,contradiction
339071,왼팔의 상처에서 피가 흘러나왔다,그는 왼팔에 상처를 입었다.,entailment
370478,왼팔의 상처에서 피가 흘러나왔다,그의 왼팔은 칼에 찔렸다.,neutral
133845,보고서 초안에 대한 설명과 일반화 가능성을 판단하기 위한 적절한 정보를 제공합니다,보고서 초안에는 댓글이 달렸다.,entailment
140134,보고서 초안에 대한 설명과 일반화 가능성을 판단하기 위한 적절한 정보를 제공합니다,보고서 초안에는 관련 주석이 없습니다.,contradiction
375102,보고서 초안에 대한 설명과 일반화 가능성을 판단하기 위한 적절한 정보를 제공합니다,그 논평은 초안에 존재하는 매우 필요한 문제들을 지적했다.,neutral
104961,우리는 함께 시간을 보내는 것이 우리에게 정말 중요하다,우리가 함께 시간을 보내는 것은 중요합니다,entailment
256117,우리는 함께 시간을 보내는 것이 우리에게 정말 중요하다,너와 시간을 보내도 상관없어,contradiction
289421,우리는 함께 시간을 보내는 것이 우리에게 정말 중요하다,우리가 결혼했기 때문에 함께 시간을 보내는 것은 중요하다.,neutral
1285,좋은 생각,그 아이디어는 내가 들은 것 중에 최고였다.,neutral
255124,좋은 생각,명랑한 생각.,entailment
306548,좋은 생각,나쁜 생각.,contradiction
117436,지난 사이클197980년 401명에서 증가에서 이뤄진 1746명 중 40 이상이 14명의 후보에 의해 접수됐다,어떤 후보도 기부를 받지 못했다.,contradiction
187138,지난 사이클197980년 401명에서 증가에서 이뤄진 1746명 중 40 이상이 14명의 후보에 의해 접수됐다,그러한 기부금의 40% 이상이 단지 14명의 후보들에 의해 접수되었다.,entailment
239984,지난 사이클197980년 401명에서 증가에서 이뤄진 1746명 중 40 이상이 14명의 후보에 의해 접수됐다,그러한 기여의 10% 미만이 나머지 후보들에게 기여하였다.,neutral
72686,그 이후로 그리고 모두를 위한 정의는 1달러를 모금했다,"그리고 모두를 위한 정의는 그 기간 동안 1,000달러의 기부금을 받았다.",contradiction
141018,그 이후로 그리고 모두를 위한 정의는 1달러를 모금했다,1달러는 아주 적은 금액입니다,neutral
280796,그 이후로 그리고 모두를 위한 정의는 1달러를 모금했다,그 단체는 단 1달러만 모금했다.,entailment
10800,나는 많은 것을 잃었다,나는 많은 것을 잃었고 어떻게 해야 할지 모르겠다.,neutral
37639,나는 많은 것을 잃었다,나는 좋은 거래를 유지했다.,contradiction
378968,나는 많은 것을 잃었다,나는 많은 것을 잃었다.,entailment
1690,네 정확한 주문이 있었습니다,그 책들은 일정한 순서로 놓여졌다.,neutral
83257,네 정확한 주문이 있었습니다,명령이 옳았다.,entailment
140919,페이지에 대해 실행되는 공개는 이해할 수 없습니다,페이지에 대해 실행되는 공개는 이해할 수 있습니다.,contradiction
151413,페이지에 대해 실행되는 공개는 이해할 수 없습니다,페이지에 대해 실행되는 공개는 대개 매우 복잡하며 해독할 필요가 있다.,neutral
225451,페이지에 대해 실행되는 공개는 이해할 수 없습니다,페이지에 대해 실행되는 공개는 이해할 수 없습니다.,entailment
63214,감사관들은 또한 보고서의 사본을 다른 관리들에게 보내야 한다,감사인은 보고서를 혼자만 알고 있어야 한다.,contradiction
156874,감사관들은 또한 보고서의 사본을 다른 관리들에게 보내야 한다,보고서의 사본은 보기 좋은 종이에만 보내야 한다.,neutral
294600,감사관들은 또한 보고서의 사본을 다른 관리들에게 보내야 한다,다른 공무원들은 감사 보고서 사본을 받아야 한다.,entailment
22484,마침내 웰링턴 공작의 영국군의 도움으로 스페인군은 점령군을 추방했다,영국이 돕기를 꺼리자 스페인은 점령하에 쇠약해져 완전한 패배에 빠졌다.,contradiction
225918,마침내 웰링턴 공작의 영국군의 도움으로 스페인군은 점령군을 추방했다,웰링턴 공작은 스페인이 점령자들을 쫓아내는 것을 도왔다.,entailment
362708,마침내 웰링턴 공작의 영국군의 도움으로 스페인군은 점령군을 추방했다,스페인 사람들은 영국인들이 제공한 도움에 대해 매우 감사했다.,neutral
201834,그 결과는 진주만에서의 미국 함대에 대한 공격과 완전한 전쟁이었다,진주만에서의 미국 함대의 공격은 전쟁을 끝냈다.,contradiction
299934,그 결과는 진주만에서의 미국 함대에 대한 공격과 완전한 전쟁이었다,미국 함대는 1941년 12월 7일 진주만에서 공격을 받았다.,entailment
24199,물론 나는 좀 더 발전했지만 나의 시스템은 그의 것에 기반을 두고 있다,나는 이런 종류의 시스템으로는 그다지 진전되지 않았다.,contradiction
241018,물론 나는 좀 더 발전했지만 나의 시스템은 그의 것에 기반을 두고 있다,나는 이 시스템을 가지고 먼 길을 왔다.,entailment
329441,물론 나는 좀 더 발전했지만 나의 시스템은 그의 것에 기반을 두고 있다,이것이 거기 있는 최고의 시스템이다.,neutral
22049,실패하면 일어날 일들을 지적하는 것이 나의 불쾌한 의무다,"다행히도, 나는 실패할 경우 아무 일도 일어나지 않을 것이라고 말할 수 있다.",contradiction
245007,실패하면 일어날 일들을 지적하는 것이 나의 불쾌한 의무다,성공하지 못하면 죽을지도 모른다.,neutral
327260,실패하면 일어날 일들을 지적하는 것이 나의 불쾌한 의무다,네가 실패할 경우 나는 너에게 끔찍한 결과를 알려야 한다.,entailment
153324,항상 기억하는 것은 아니다,때때로 나는 내가 음식에 무엇을 썼는지 잊어버린다.,neutral
276458,항상 기억하는 것은 아니다,나는 항상 기억한다.,contradiction
330818,항상 기억하는 것은 아니다,가끔은 잊어버린다.,entailment
161426,우리는 계속할 수 있다,우리는 수영과 수영을 계속할 수 있습니다,neutral
246431,우리는 계속할 수 있다,우리는 계속할 수 있습니다,entailment
361722,우리는 계속할 수 있다,우리는 멈춰야 한다,contradiction
85130,네 좋은 지역이네요,그것은 좋은 지역이다.,entailment
245683,네 좋은 지역이네요,그곳은 내가 두 번 방문할 곳이 아니다.,contradiction
290770,네 좋은 지역이네요,그것은 아름다운 나무와 녹색 풀을 많이 가지고 있다.,neutral
261359,1993년 12월 6일 제안된 규칙 제정 통지가 발표되었다,그 당시에는 만들어질 규칙이 결정되지 않았다.,neutral
320881,1993년 12월 6일 제안된 규칙 제정 통지가 발표되었다,이 통지는 1993년 12월에 규칙 제정을 제안하기 위해 발표되었다.,entailment
379097,1993년 12월 6일 제안된 규칙 제정 통지가 발표되었다,제안된 규칙 제정 통지는 1994년 초에 발표되었다.,contradiction
106618,아이도 없고요,아이를 원하지 마세요.,neutral
129416,아이도 없고요,"아니, 애들이 많아.",contradiction
204080,아이도 없고요,"네, 애들은 없어요.",entailment
13832,그들은 우리 팀원들과 그 남자들에 대해 말했다,그들은 우리와 그들에 대해 우리에게 말했다.,entailment
101998,그들은 우리 팀원들과 그 남자들에 대해 말했다,그들은 그들에 대해서만 말했어요.,contradiction
151089,그들은 우리 팀원들과 그 남자들에 대해 말했다,그들은 우리 팀원들이 더 중요하다고 말했다.,neutral
54466,올해 초 나는 2000년 11월 16일부터 11일까지 현장 사무소를 줄일 것이라고 발표했다,나는 올해 초에 직원 감원에 대해 발표했다.,entailment
225252,올해 초 나는 2000년 11월 16일부터 11일까지 현장 사무소를 줄일 것이라고 발표했다,나는 올해 초 2000년 11월에 현장 장교 수를 늘리겠다고 말했다.,contradiction
234845,올해 초 나는 2000년 11월 16일부터 11일까지 현장 사무소를 줄일 것이라고 발표했다,직원 수를 줄이겠다는 생각이 바뀌었다.,neutral
18083,그래 내가 그들을 포기한 것 같아,"그 후, 나는 그들을 완전히 포기하기로 결심했다.",neutral
89846,그래 내가 그들을 포기한 것 같아,나는 그 사람들을 포기했다.,entailment
299735,그래 내가 그들을 포기한 것 같아,"아니, 난 아직도 그들을 많이 믿어.",contradiction
3777,오 그래 주말이 너무 좋았어,주말은 생산적이고 만족스러웠다.,neutral
335658,오 그래 주말이 너무 좋았어,주말은 완전히 실망스러웠다.,contradiction
353991,오 그래 주말이 너무 좋았어,"네, 주말은 정말 좋았어요.",entailment
2411,당신은 거래가 있어요,거래는 없었다.,contradiction
273930,당신은 거래가 있어요,나는 긴장했지만 그 거래에 동의했다.,neutral
342970,당신은 거래가 있어요,우리는 거래에 동의했다.,entailment
66883,타이슨 코너는 사용자들에게 온라인 거래를 보호하기 위해 정교한 기술을 사용한다고 보장한다,타이슨 코너는 온라인 거래를 보호하기 위해 정교한 기술을 사용한다.,entailment
355159,타이슨 코너는 사용자들에게 온라인 거래를 보호하기 위해 정교한 기술을 사용한다고 보장한다,타이슨 코너는 1995년부터 온라인 거래를 보호하기 위해 이전 버전의 AOL을 사용한다.,contradiction
377874,타이슨 코너는 사용자들에게 온라인 거래를 보호하기 위해 정교한 기술을 사용한다고 보장한다,타이슨 코너는 정교한 기술을 세우기 위해 많은 사람들을 고용했다.,neutral
31809,본 논문에서는 대응비용에 대한 조정을 추가하였다,우리는 카운터 비용에 대한 조정을 추가합니다.,entailment
46042,본 논문에서는 대응비용에 대한 조정을 추가하였다,우리는 카운터 비용이 예산의 25%를 차지하기 때문에 조정을 추가한다.,neutral
349015,본 논문에서는 대응비용에 대한 조정을 추가하였다,우리는 어떤 조정도 추가하지 않습니다.,contradiction
163592,아직 우리 것은 다음 주까지 시작되지 않는다,"아직이요, 다음 주까지는 우리 것이 시작되지 않아요.",entailment
337492,아직 우리 것은 다음 주까지 시작되지 않는다,학교는 지난 주에 막 시작했어요.,contradiction
363392,아직 우리 것은 다음 주까지 시작되지 않는다,학기가 아직 시작되지 않았다.,neutral
74269,그는 인내심을 잃고 있다 그는 연고를 문지르기 시작했는데 그것은 약간 도움이 되었다,그는 놀라울 정도로 인내심이 강했다.,contradiction
115582,그는 인내심을 잃고 있다 그는 연고를 문지르기 시작했는데 그것은 약간 도움이 되었다,그는 인내심을 잃고 연고를 문질렀다.,entailment
122545,그는 인내심을 잃고 있다 그는 연고를 문지르기 시작했는데 그것은 약간 도움이 되었다,"그는 인내심을 잃고 있었지만, 연고를 문지르는 동안 냉정을 유지했다.",neutral
72251,창백한 얼굴을 한 우리의 동요하는 젊은이였다,그 젊은이는 무슨 일이 일어나고 있는지 몰라 화가 났다.,neutral
220519,창백한 얼굴을 한 우리의 동요하는 젊은이였다,피부가 검고 늙은 남자는 침착했다.,contradiction
328309,창백한 얼굴을 한 우리의 동요하는 젊은이였다,창백한 젊은이는 화가 났다.,entailment
59160,그러나 현재로서는 가격변수와 할인변수에만 관심이 집중되어 있다,현재로서는 센터를 초대하여 두 가지 변수만 고려하십시오.,entailment
115767,그러나 현재로서는 가격변수와 할인변수에만 관심이 집중되어 있다,현재 관심은 사용 가능한 모든 변수에 집중되어 있습니다.,contradiction
299232,그러나 현재로서는 가격변수와 할인변수에만 관심이 집중되어 있다,다음 주에는 다른 모든 변수에 관심이 집중된다.,neutral
14873,이러한 각 기능은 제품 측면에서 특정 이점을 제공한다,이러한 기능을 구현할 때 제품에 이점이 있습니다.,entailment
24018,이러한 각 기능은 제품 측면에서 특정 이점을 제공한다,이러한 기능은 어떤 식으로든 제품을 향상시키지 못할 것이다.,contradiction
51444,이러한 각 기능은 제품 측면에서 특정 이점을 제공한다,이 제품은 수출용 지역 통근 비행기입니다.,neutral
61700,모두 객실 내 CD 플레이어와 호텔의 광범위한 음악 컬렉션을 무료로 사용할 수 있다,방마다 CD 플레이어가 있습니다.,entailment
160874,모두 객실 내 CD 플레이어와 호텔의 광범위한 음악 컬렉션을 무료로 사용할 수 있다,그 방들은 조용하도록 설계되었다.,contradiction
382365,모두 객실 내 CD 플레이어와 호텔의 광범위한 음악 컬렉션을 무료로 사용할 수 있다,각 방에는 여분의 스피커가 있는 CD 플레이어가 있다.,neutral
253693,그는 숨을 헐떡이며 땅에 쓰러졌고 손은 그가 누워 있는 곳을 떠났다,그는 땅에서 뛰어올랐고 손은 옆에 있었다.,contradiction
340344,그는 숨을 헐떡이며 땅에 쓰러졌고 손은 그가 누워 있는 곳을 떠났다,손은 그를 바닥에 눕히고 떠났다.,entailment
185703,독을 사는 사람이 책에 서명하는 것은 관례가 아닌가,독을 살 때 사람들이 나열되는 것이 관습적이고 오히려 요구되지 않는가?,neutral
309707,독을 사는 사람이 책에 서명하는 것은 관례가 아닌가,사람들이 음식을 살 때 서명을 하는 것이 관례가 아닌가?,contradiction
377546,독을 사는 사람이 책에 서명하는 것은 관례가 아닌가,사람들은 보통 독을 살 때 서명을 남기지 않나요?,entailment
30901,미국은 항상 구원과 이력서를 조화시키는 영적 자조 문학을 가지고 있었다,미국인들은 자조책을 피한다.,contradiction
51733,미국은 항상 구원과 이력서를 조화시키는 영적 자조 문학을 가지고 있었다,미국인들은 일년에 만 권의 자조책을 읽는다.,neutral
197803,미국은 항상 구원과 이력서를 조화시키는 영적 자조 문학을 가지고 있었다,미국인들은 자조 문학을 읽는다.,entailment
65213,루시는 집에 머물렀다,루시는 자전거 타면서 하루를 보냈다.,contradiction
110497,루시는 집에 머물렀다,루시는 텔레비전을 보았다.,neutral
333904,루시는 집에 머물렀다,루시는 외출하지 않았다.,entailment
8762,그들은 나에게 고기와 감자를 가져다 주었다,그들은 나에게 먹을 것을 가져왔다.,entailment
298214,그들은 나에게 고기와 감자를 가져다 주었다,그들은 내가 아무것도 먹지 못하게 했다.,contradiction
307866,그들은 나에게 고기와 감자를 가져다 주었다,그들은 나에게 독이 든 음식을 가져왔다.,neutral
253141,한 이야기는 미 국방부가 중국 정부가 로켓에 미국 위성을 발사함으로써 많은 귀중한 탄도 미사일 기술을 얻었다고 결론지었다,귀중한 탄도 미사일 기술은 이 사건이 일어날 때까지 정보기관에 의해 안전하게 유지되었다.,neutral
296079,한 이야기는 미 국방부가 중국 정부가 로켓에 미국 위성을 발사함으로써 많은 귀중한 탄도 미사일 기술을 얻었다고 결론지었다,이 이야기에 따르면 중국 정부는 미국 위성에 접근할 수 없었다.,contradiction
319682,한 이야기는 미 국방부가 중국 정부가 로켓에 미국 위성을 발사함으로써 많은 귀중한 탄도 미사일 기술을 얻었다고 결론지었다,아마도 중국 정부는 탄도 미사일 기술에 대한 많은 통찰력을 얻었다.,entailment
107722,나도 그렇게 생각했어요,그게 내가 믿었던 거야.,entailment
262690,나도 그렇게 생각했어요,그것이 내가 확실히 알고 있는 것이다.,contradiction
331074,나도 그렇게 생각했어요,그게 내가 추측한 거야.,neutral
139193,그들의 견해로는 그것은 도움이 되었을 것이다,그들은 그 어떤 것도 결과를 바꾸지 않았을 것이라고 믿는다.,contradiction
160572,그들의 견해로는 그것은 도움이 되었을 것이다,"내 견해로는, 그것은 도움이 되지 않았을 것이다.",neutral
343361,그들의 견해로는 그것은 도움이 되었을 것이다,그것이 차이를 만들었을 것이라는 것이 그들의 의견이다.,entailment
249860,말 두 마리가 기운을 차렸고 귀족은 뼈와 피로 샤워를 했다,귀족이 침과 자갈로 샤워를 한 후 말들은 도망쳤다.,contradiction
305856,말 두 마리가 기운을 차렸고 귀족은 뼈와 피로 샤워를 했다,귀족이 뼈와 피로 덮여 있는 동안 두 마리의 말이 기운을 차렸다.,entailment
334712,말 두 마리가 기운을 차렸고 귀족은 뼈와 피로 샤워를 했다,고귀한 자가 폭발하는 악마의 뼈와 피로 덮여 있는 동안 두 마리의 말이 자랐다.,neutral
94201,네 앞뒤로,그것은 많은 분산이 없는 매우 능률적이다.,contradiction
235409,네 앞뒤로,복수의 서로 다른 방향으로 진행한다.,entailment
381344,네 앞뒤로,나는 그것이 어떻게 그렇게 많은 다른 방식으로 진행되는지에 압도된다.,neutral
154737,그들은 나를 작은 조각으로 조각할 계획이라고 그는 쓰고 있다,계획된 조각에는 과일 칼이 사용될 것이다.,neutral
325418,그들은 나를 작은 조각으로 조각할 계획이라고 그는 쓰고 있다,그들은 나를 어떻게 해야 할지 몰랐다.,contradiction
347860,그들은 나를 작은 조각으로 조각할 계획이라고 그는 쓰고 있다,나에게 끔찍하게 불쾌한 짓을 할 계획이 있었다.,entailment
138783,음 한 주 정도면 그녀는 3일 일하고 나는 2일을 일할 것이고 다음 주에는 내가 3일을 일할 것이고 그녀는 2일을 일할 것이다 우리는 그렇게 공유한다,"예를 들어, 나는 이번 주에 5일을 일하고 그녀는 다음 주에 5일을 일한다.",contradiction
202976,음 한 주 정도면 그녀는 3일 일하고 나는 2일을 일할 것이고 다음 주에는 내가 3일을 일할 것이고 그녀는 2일을 일할 것이다 우리는 그렇게 공유한다,이번 주에는 3일 동안 일하고 있어요.,neutral
244440,음 한 주 정도면 그녀는 3일 일하고 나는 2일을 일할 것이고 다음 주에는 내가 3일을 일할 것이고 그녀는 2일을 일할 것이다 우리는 그렇게 공유한다,"평균 일주일에 나는 3일을 일하고 그녀는 2일을 일하고, 그리고 나서 우리는 장소를 바꾼다.",entailment
6588,그 작은 아파트에는 날개가 너무 작았다,날개는 그것을 공중에 띄울 수 없었다.,neutral
313177,그 작은 아파트에는 날개가 너무 작았다,날개는 아파트에 비해 너무 컸다.,contradiction
366787,그 작은 아파트에는 날개가 너무 작았다,아파트는 매우 작았다.,entailment
88909,또 다른 100명의 변호사들은 그 프로그램들을 위해 파트타임으로 일한다,100명의 변호사들은 그 프로그램에서 파트타임으로 일한다.,entailment
115004,또 다른 100명의 변호사들은 그 프로그램들을 위해 파트타임으로 일한다,오직 2명의 변호사만이 그 프로그램에서 파트타임으로 일한다.,contradiction
368059,또 다른 100명의 변호사들은 그 프로그램들을 위해 파트타임으로 일한다,100명의 변호사들이 텍사스 주의 그 프로그램에서 파트타임으로 일한다.,neutral
106960,아래의 바닥 없는 협곡 안에서 구름이 구르고 아래로 이동했다,모든 구름 아래에 있었다.,contradiction
142246,아래의 바닥 없는 협곡 안에서 구름이 구르고 아래로 이동했다,그 협곡의 깊이는 2000피트였다.,neutral
357009,아래의 바닥 없는 협곡 안에서 구름이 구르고 아래로 이동했다,그 협곡은 믿을 수 없을 정도로 깊었다.,entailment
22506,훈련 프로그램은 다른 프로그램들보다 더 효과적이었다,훈련 프로그램은 다른 사람들보다 더 좋은 결과를 얻은 것 같다.,entailment
56508,훈련 프로그램은 다른 프로그램들보다 더 효과적이었다,훈련 프로그램은 다른 프로그램보다 더 좋은 결과를 낳는다.,neutral
325452,훈련 프로그램은 다른 프로그램들보다 더 효과적이었다,"모든 프로그램 중에서, 훈련 프로그램은 가장 적은 결과를 낳는다.",contradiction
280247,음흠이 많아,몇 명밖에 없다.,contradiction
317097,음흠이 많아,하나 이상 있다.,entailment
384047,음흠이 많아,300명이 넘는다.,neutral
35731,CD도 주문할 수 있습니다,현재 많은 미디어 스토리지 형식에서 사용할 수 있습니다.,neutral
40606,CD도 주문할 수 있습니다,"CD 주문에 대한 계획된 지원이 있지만, 지금이나 가까운 미래에는 그렇지 않다.",contradiction
79961,CD도 주문할 수 있습니다,당신은 많은 CD를 주문할 수 있습니다.,neutral
82593,CD도 주문할 수 있습니다,CD에서는 찾을 수 없습니다.,contradiction
155018,CD도 주문할 수 있습니다,CD는 다른 종류의 주문보다 훨씬 더 빨리 올 것이다.,neutral
164751,CD도 주문할 수 있습니다,CD를 주문할 수 있습니다.,entailment
262328,CD도 주문할 수 있습니다,당신은 CD를 받기 위해 주문할 수 있습니다.,entailment
277198,CD도 주문할 수 있습니다,또한 CD로도 이용할 수 있습니다.,entailment
286036,CD도 주문할 수 있습니다,CD를 주문할 수 없습니다.,contradiction
4935,기관이 다양한 법률과 규정에 따라 준수 요건을 달성하고 있는지 여부를 결정하기 위해서는 운영 정보도 필요하다,기관이 법적 요건을 준수하는지 여부를 결정하는 데 필수적인 정보 운영.,entailment
128239,기관이 다양한 법률과 규정에 따라 준수 요건을 달성하고 있는지 여부를 결정하기 위해서는 운영 정보도 필요하다,회사가 규정을 준수하고 있는지 여부를 결정할 때 운영 정보는 불필요하다.,contradiction
148909,기관이 다양한 법률과 규정에 따라 준수 요건을 달성하고 있는지 여부를 결정하기 위해서는 운영 정보도 필요하다,"운영 정보는 중요하지만, 기관이 법과 규정을 준수하고 있는지 여부를 결정할 때 필수적인 것은 아니다.",neutral
39245,반면에 언어가 발생하는 사실적 기록과 법적 체계는 외계인이 언제 존재해야 하는지에 대한 법적 문제를 고려할 수 있는 중요한 맥락을 제공한다,그 기록은 중요한 맥락을 제공한다.,entailment
111667,반면에 언어가 발생하는 사실적 기록과 법적 체계는 외계인이 언제 존재해야 하는지에 대한 법적 문제를 고려할 수 있는 중요한 맥락을 제공한다,그 기록은 중요한 지식인 중요한 맥락을 제공한다.,neutral
366519,반면에 언어가 발생하는 사실적 기록과 법적 체계는 외계인이 언제 존재해야 하는지에 대한 법적 문제를 고려할 수 있는 중요한 맥락을 제공한다,기록은 중요한 컨텍스트를 제공하지 않습니다.,contradiction
181386,캔자스는 너무 지루해서 재미도 없다,"캔자스를 떠나서 다행이야, 그렇지 않았다면 지루해서 죽었을 거야.",neutral
302719,캔자스는 너무 지루해서 재미도 없다,캔자스에는 재미있는 일이 많지 않다.,entailment
354379,캔자스는 너무 지루해서 재미도 없다,네가 재미를 찾고 있다면 캔자스가 있어야 할 곳이다.,contradiction
49785,좋습니다 함장님,"좋아, 내가 할게.",neutral
194598,좋습니다 함장님,알겠습니다.,entailment
278520,좋습니다 함장님,아닙니다.,contradiction
24531,기분이 좋다,"나 아파, 느낄 수 있어.",contradiction
141753,기분이 좋다,전 괜찮아요.,entailment
294771,기분이 좋다,나는 지금 아무것도 걱정하지 않아.,neutral
18574,감사합니다,나는 너의 몸짓을 인정하지 않는다.,contradiction
21610,감사합니다,천만에요라고 말했다.,neutral
107569,감사합니다,정말 감사합니다.,neutral
181083,감사합니다,은혜를 갚겠다.,neutral
208335,감사합니다,당신이 한 일에 감사드립니다.,entailment
267106,감사합니다,고맙다는 말을 들었다.,entailment
286338,감사합니다,고마워요!,entailment
304161,감사합니다,고맙지만 사양하겠습니다.,contradiction
310310,감사합니다,사양하겠습니다,contradiction
107914,그것은 그것의 일부입니다,그게 다야.,contradiction
295629,그것은 그것의 일부입니다,그것은 그것의 일부입니다.,entailment
374547,그것은 그것의 일부입니다,그게 대부분입니다.,neutral
69034,주류 단체들은 불합리하지 않고 허쉬의 이야기의 타이밍에 의문을 제기한다,단체들은 허쉬의 주장 시기에 대해 의문을 제기하고 있다. 이유 없이가 아니다.,entailment
131201,주류 단체들은 불합리하지 않고 허쉬의 이야기의 타이밍에 의문을 제기한다,그룹은 허쉬와 이야기의 타이밍을 신뢰한다.,contradiction
197912,주류 단체들은 불합리하지 않고 허쉬의 이야기의 타이밍에 의문을 제기한다,허쉬는 과거에 터무니없는 이야기를 했다.,neutral
123901,나중에 뵙겠습니다,경주에서 뵙겠습니다.,neutral
327077,나중에 뵙겠습니다,나중에 봐요.,entailment
378157,나중에 뵙겠습니다,우리는 다시는 만나지 못할 것이다.,contradiction
112292,그래 오 다른 사람들보다 훨씬 더 좋아,다른 사람이 할 수 있는 것보다 훨씬 더 나빠,contradiction
195796,그래 오 다른 사람들보다 훨씬 더 좋아,이것은 다른 사람들이 할 수 있는 것보다 훨씬 낫다.,entailment
363182,그래 오 다른 사람들보다 훨씬 더 좋아,나는 이것을 많이 경험했고 그것이 내가 이것이 훨씬 더 낫다고 말할 수 있는 이유다.,neutral
54699,나는 내가 서비스에 있을 때와 같이 있을 때를 알고 있고 우리는 격월로 가야만 했던 적이 없었다,우리는 내가 좋아하지 않는 서비스를 위해 매주 들어가야 했다.,contradiction
83645,나는 내가 서비스에 있을 때와 같이 있을 때를 알고 있고 우리는 격월로 가야만 했던 적이 없었다,내가 그 일을 하고 있을 때가 있었다.,entailment
100195,나는 내가 서비스에 있을 때와 같이 있을 때를 알고 있고 우리는 격월로 가야만 했던 적이 없었다,나는 한동안 군복무를 하고 있었다.,neutral
50885,국가적 저축과 투자를 통해 국가의 생산력을 확장하는 것은 장기적인 과정이기 때문에 지금 저축하는 것은 필수적이다,국가적 저축과 투자를 통해 국가의 생산력을 확장하는 것은 장기적인 과정이기 때문에 지금 저축하는 것은 필수적이다.,neutral
152209,국가적 저축과 투자를 통해 국가의 생산력을 확장하는 것은 장기적인 과정이기 때문에 지금 저축하는 것은 필수적이다,국가적 저축과 투자를 통해 국가의 생산력을 확장하고 이것이 장기적인 과정이기 때문에 지금 저축하는 것은 필수적이다.,entailment
203031,국가적 저축과 투자를 통해 국가의 생산력을 확장하는 것은 장기적인 과정이기 때문에 지금 저축하는 것은 필수적이다,국가적 저축과 투자를 통해 국가의 생산력을 확장하는 것은 효과가 있을 전략이 아니기 때문에 지금 저축하는 것은 필수적이다.,contradiction
2386,건설은 1999년에 시작되었다,건설은 1999년 6월에 시작되었다.,neutral
106391,건설은 1999년에 시작되었다,건설은 1893년에 시작되었다.,contradiction
120786,건설은 1999년에 시작되었다,1999년은 건설의 첫 해였다.,entailment
223588,건설은 1999년에 시작되었다,건설은 1999년에 완료되었다.,contradiction
